Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Weight,Sales
FDA31,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,7,174
FDR46,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,17,146
FDU24,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,7,92
DRY23,Regular,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,9,43
FDB28,Low Fat,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,7,196
DRJ51,Low Fat,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,14,229
NCX06,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,183
FDY38,Regular,Dairy,2015,OUT045,Tier 2,Small,Supermarket Type1,14,231
FDB21,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,7,241
FDQ07,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,15,222
FDS32,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,140
FDT21,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7,248
FDW46,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,13,66
FDA50,Low Fat,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,96
FDF52,Low Fat,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,184
FDA56,Low Fat,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,122
FDY45,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,254
FDL24,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10,172
FDN16,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13,104
FDH05,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,14,232
FDN31,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,12,191
NCS53,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,14,158
NCZ18,Low Fat,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,8,255
NCJ19,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,19,56
FDH34,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9,186
FDI46,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10,252
FDN60,Low Fat,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,15,159
DRB24,Low Fat,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,9,153
FDT28,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,13,152
DRQ35,Low Fat,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,9,126
NCD54,Low Fat,Household,2020,OUT017,Tier 2,High,Supermarket Type1,21,146
FDV52,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,21,119
FDH45,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,15,42
FDC09,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,16,101
FDO27,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,6,95
FDC22,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7,195
FDK26,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,5,187
FDG38,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,9,86
DRQ35,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,9,124
FDX21,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,110
FDW28,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,197
DRN47,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,12,179
FDH26,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,19,140
FDA07,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8,121
FDI20,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,19,213
NCB42,Low Fat,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,12,117
FDO44,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,13,110
FDJ09,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,15,44
FDO58,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,20,164
FDF39,Regular,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,15,261
NCY18,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,7,174
DRI01,Low Fat,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,8,174
FDH09,Low Fat,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,13,51
FDX38,Regular,Dairy,2011,OUT010,Tier 3,High,Grocery Store,10,47
FDI45,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,13,176
FDP11,Low Fat,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,16,219
FDP33,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,19,257
FDZ34,Low Fat,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7,192
DRC01,Regular,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,48
FDW28,Low Fat,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,18,197
FDO36,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,178
NCL41,Low Fat,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,35
FDF35,Low Fat,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,15,107
FDE02,Low Fat,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,9,93
FDB36,Regular,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,5,129
FDG28,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9,246
FDO37,Low Fat,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,8,230
FDJ12,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,9,207
NCP41,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,17,106
FDB22,Low Fat,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,8,152
DRD27,Low Fat,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,19,98
NCA54,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,16,181
DRG13,Low Fat,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,17,166
FDK58,Regular,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,11,101
FDL27,Low Fat,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,63
FDV60,Regular,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,20,195
FDA03,Regular,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,18,144
FDL40,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,95
FDX19,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,19,233
FDN44,Low Fat,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,13,160
FDC45,Low Fat,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,17,172
FDX04,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,20,47
FDF47,Low Fat,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,21,224
FDQ34,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11,107
NCG55,Low Fat,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,116
DRF49,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7,112
DRG11,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,6,108
FDL58,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6,265
FDD44,Regular,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8,256
NCC06,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,19,127
FDN39,Regular,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,19,168
NCM41,Low Fat,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,16,93
FDE32,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,21,38
FDV12,Regular,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,17,98
FDM46,Low Fat,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7,95
NCB31,Low Fat,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,6,262
FDX16,Low Fat,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,18,149
FDO36,Low Fat,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,20,178
FDD04,Low Fat,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,141
NCL18,Low Fat,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,19,194
DRF25,Low Fat,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,35
FDZ03,Regular,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,14,187
NCL05,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,20,45
NCL19,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,15,144
DRG48,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,6,145
FDN49,Regular,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,17,41
FDG20,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,16,178
FDQ15,Regular,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,20,82
DRF03,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,19,39
FDA32,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,14,215
DRI23,Low Fat,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,19,159
FDF41,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,12,246
FDM52,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,15,149
NCT30,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,9,47
DRL37,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,16,41
FDT23,Regular,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,8,80
FDS16,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15,146
FDS19,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,14,74
FDG33,Regular,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,5,173
FDJ60,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,19,164
FDX35,Regular,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,5,229
FDF52,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,181
NCQ05,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,11,149
FDS57,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,16,145
FDP09,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,213
FDU38,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,11,191
NCR53,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,12,225
FDQ51,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,16,48
DRB48,Regular,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,17,40
NCH42,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,7,228
NCH18,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,9,246
NCJ19,Low Fat,Others,2011,OUT010,Tier 3,High,Grocery Store,19,56
DRL49,Low Fat,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,13,141
FDR36,Regular,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,7,41
FDV48,Regular,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,9,79
FDD26,Regular,Canned,2011,OUT010,Tier 3,High,Grocery Store,9,187
FDJ55,Regular,Meat,2011,OUT010,Tier 3,High,Grocery Store,13,225
FDU34,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,18,126
FDA57,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,19,42
FDL46,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,20,117
FDL39,Regular,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,16,182
FDG09,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,21,186
FDS35,Low Fat,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,9,66
FDX01,Low Fat,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,118
FDU11,Low Fat,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,5,122
FDY13,Low Fat,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,12,75
NCK18,Low Fat,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,166
DRC25,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,85
DRG48,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,147
FDA26,Regular,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,8,220
FDI16,Regular,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,14,55
FDE44,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,15,50
DRD01,Regular,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,12,57
FDX40,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,13,40
FDD14,Low Fat,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,21,184
NCW53,Low Fat,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,18,191
FDS55,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,7,147
NCV06,Low Fat,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,11,192
FDW50,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,13,168
FDF05,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,264
NCE54,Low Fat,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,21,73
DRC24,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,18,153
FDU21,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12,33
FDU25,Low Fat,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,12,59
DRK01,Low Fat,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,8,93
NCR17,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,10,115
FDG09,Regular,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,21,186
DRJ51,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,14,232
FDJ52,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,7,161
NCP06,Low Fat,Household,2011,OUT010,Tier 3,High,Grocery Store,21,150
FDJ58,Regular,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,16,171
FDI26,Low Fat,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,6,180
NCC54,Low Fat,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,241
NCC31,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,8,154
FDM58,Regular,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,17,112
FDJ55,Regular,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,13,224
FDE33,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,19,80
FDU36,Low Fat,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,6,99
DRI13,Low Fat,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,15,218
FDH53,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,20,84
FDV37,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,13,199
FDX39,Regular,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,14,213
NCE31,Low Fat,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,8,36
FDC46,Low Fat,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,18,183
DRK11,Low Fat,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,8,151
FDF02,Low Fat,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,101
FDL04,Low Fat,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,19,106
DRL23,Low Fat,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,108
FDB47,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9,211
FDZ10,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,127
FDE58,Low Fat,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,118
FDF47,Low Fat,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,21,223
FDZ23,Regular,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,18,188
FDH28,Regular,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,40
FDR34,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,17,229
FDY57,Regular,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,20,95
FDV35,Low Fat,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,20,156
FDE26,Low Fat,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,9,144
FDG44,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6,54
FDQ56,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,7,83
FDN44,Low Fat,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,13,160
NCQ43,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,18,108
NCN07,Low Fat,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,18,130
FDL10,Low Fat,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8,97
DRL49,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,13,144
DRG01,Low Fat,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,15,75
FDZ34,Low Fat,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,7,194
FDO11,Regular,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,8,250
FDT16,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,10,262
FDW39,Regular,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,7,175
FDZ21,Regular,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,18,97
FDF53,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,21,179
NCJ19,Low Fat,Others,2015,OUT045,Tier 2,Medium,Supermarket Type1,19,58
FDV08,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,7,41
FDB20,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,8,77
FDD09,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,14,182
FDA11,Low Fat,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,8,94
FDQ23,Low Fat,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,7,103
FDW35,Low Fat,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,11,41
NCL17,Low Fat,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,7,140
NCM42,Low Fat,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,6,110
NCO42,Low Fat,Household,2020,OUT017,Tier 2,High,Supermarket Type1,21,147
FDB49,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,8,98
FDT50,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,7,97
FDJ57,Regular,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,7,185
FDG10,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7,58
FDQ36,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,8,39
FDL39,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,16,182
FDD41,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,7,105
FDG34,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,107
FDH58,Low Fat,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,117
FDS12,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,125
FDO23,Low Fat,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,18,94
FDK22,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,218
FDV21,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,126
FDO57,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,21,159
DRJ49,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7,128
DRE37,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,14,189
FDY47,Regular,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,9,131
FDN25,Regular,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,8,59
FDK25,Regular,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,12,168
FDZ01,Regular,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,9,104
FDY04,Regular,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,162
FDX33,Regular,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,159
DRL01,Regular,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,20,232
DRL35,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,16,43
FDJ09,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,47
FDE59,Low Fat,Starchy Foods,2011,OUT010,Tier 3,Medium,Grocery Store,12,34
FDD53,Low Fat,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,16,42
NCX29,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,10,146
NCX41,Low Fat,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,19,211
NCS54,Low Fat,Household,2011,OUT010,Tier 3,Medium,Grocery Store,14,176
NCM43,Low Fat,Others,2011,OUT010,Tier 3,High,Grocery Store,14,164
FDR37,Regular,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,16,182
FDA28,Regular,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,16,124
FDJ44,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,12,173
FDO19,Regular,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,18,50
FDY48,Low Fat,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,14,104
FDE44,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,15,50
FDR43,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,18,38
NCA42,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,7,159
NCU18,Low Fat,Household,2014,OUT013,Tier 3,High,Supermarket Type1,15,140
FDS59,Regular,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,15,109
FDQ31,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,6,86
FDG08,Regular,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,13,172
FDU15,Regular,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,14,35
FDD45,Low Fat,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,9,94
FDZ40,Low Fat,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,9,54
FDI20,Low Fat,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,19,211
NCK19,Low Fat,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,10,192
FDV12,Regular,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,17,100
FDI08,Regular,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,18,250
DRH03,Low Fat,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,17,94
FDK21,Low Fat,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,8,249
FDC46,Low Fat,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,18,185
DRH37,Low Fat,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,18,165
NCI17,Low Fat,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,9,96
NCZ18,Low Fat,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,254
FDL04,Low Fat,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,19,105
FDN04,Regular,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12,180
FDG20,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,16,177
FDZ55,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,161
FDN27,Low Fat,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,21,117
FDW20,Low Fat,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,21,122
FDF41,Low Fat,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12,246
FDT28,Low Fat,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,13,151
FDA47,Regular,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,10,163
FDD17,Low Fat,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8,239
FDZ46,Low Fat,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,109
DRA12,Low Fat,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,12,140
FDB14,Regular,Canned,2011,OUT010,Tier 3,Small,Grocery Store,20,93
FDV38,Low Fat,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,19,53
DRG23,Low Fat,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,9,152
